Name of Module,Name,Day,Start Time,End Time,Weeks,course_code,fixed_event
Informatics Research Review,Informatics Research Review - Q&A Session,Wed,14:00:00,15:00:00,Sem1 wk1-Sem1 wk10,INFR11136,False
Discrete Mathematics and Probability,Discrete Mathematics and Probability - Lecture,Mon,14:00:00,15:00:00,Sem1 wk1-Sem1 wk11,INFR08031,False
Discrete Mathematics and Probability,Discrete Mathematics and Probability - Lecture,Thu,14:00:00,15:00:00,Sem1 wk1-Sem1 wk11,INFR08031,False
Machine Learning and Pattern Recognition,Machine Learning and Pattern Recognition - Lecture,Tue,09:00:00,10:00:00,Sem1 wk1-Sem1 wk10,INFR11130,False
Machine Learning and Pattern Recognition,Machine Learning and Pattern Recognition - Lecture,Thu,09:00:00,10:00:00,Sem1 wk1-Sem1 wk10,INFR11130,False
Machine Learning and Pattern Recognition,Machine Learning and Pattern Recognition - Lecture,Wed,09:00:00,10:00:00,Sem1 wk1-Sem1 wk10,INFR11130,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/01,Thu,09:30:00,11:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/02,Thu,09:30:00,11:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/03,Thu,09:30:00,11:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/04,Thu,09:30:00,11:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/05,Thu,09:30:00,11:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/06 <11-19>,Fri,10:30:00,12:00:00,Sem1 wk3-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/07,Fri,09:00:00,10:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/08,Fri,09:00:00,10:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/09,Fri,10:30:00,12:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/10,Fri,10:30:00,12:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/11,Thu,14:00:00,15:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/12,Thu,14:00:00,15:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/13,Thu,14:00:00,15:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/14,Thu,14:00:00,15:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/15,Thu,14:00:00,15:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/16,Thu,14:00:00,15:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/17,Thu,14:00:00,15:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/18,Thu,16:00:00,17:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/19,Thu,15:30:00,17:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/20,Thu,15:30:00,17:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/21,Thu,15:30:00,17:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/22,Thu,15:30:00,17:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/23,Thu,16:00:00,17:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/24,Thu,16:00:00,17:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/25,Thu,16:00:00,17:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/26,Fri,09:00:00,10:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/27,Fri,09:00:00,10:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/28,Fri,09:00:00,10:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/29,Fri,09:00:00,10:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/30,Fri,09:00:00,10:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/31,Fri,10:30:00,12:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/32,Fri,10:30:00,12:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/33,Fri,10:30:00,12:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/34,Fri,10:30:00,12:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/35,Fri,10:30:00,12:00:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/36,Fri,16:00:00,17:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/37,Fri,16:00:00,17:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Informatics 1 - Introduction to Computation,Informatics 1 - Introduction to Computation - Tutorials/38,Fri,16:00:00,17:30:00,Sem1 wk2-Sem1 wk11,INFR08025,False
Discrete Mathematics and Probability,Discrete Mathematics and Probability - Tutorial/01,Tue,13:00:00,14:00:00,"Sem1 wk2-Sem1 wk5, Sem1 wk7-Sem1 wk10",INFR08031,False
Discrete Mathematics and Probability,Discrete Mathematics and Probability - Tutorial/03,Wed,13:00:00,14:00:00,"Sem1 wk2-Sem1 wk5, Sem1 wk7-Sem1 wk10",INFR08031,False
Discrete Mathematics and Probability,Discrete Mathematics and Probability - Tutorial/05,Wed,14:00:00,15:00:00,"Sem1 wk2-Sem1 wk5, Sem1 wk7-Sem1 wk10",INFR08031,False
Discrete Mathematics and Probability,Discrete Mathematics and Probability - Tutorial/06,Thu,12:00:00,13:00:00,"Sem1 wk2-Sem1 wk5, Sem1 wk7-Sem1 wk10",INFR08031,False
Programming Skills,(EPCC) Programming Skills - Lecture <09-18>,Wed,12:00:00,13:00:00,Sem1 wk1-Sem1 wk10,INFR11177,False
Programming Skills,(EPCC) Programming Skills - Lecture <19>,Wed,12:00:00,13:00:00,Sem1 wk11,INFR11177,False
Programming Skills,(EPCC) Programming Skills - Practical <11>,Thu,11:00:00,13:00:00,Sem1 wk3,INFR11177,False
Programming Skills,"(EPCC) Programming Skills - Practical <09-10, 12-18>",Thu,11:00:00,13:00:00,"Sem1 wk1-Sem1 wk2, Sem1 wk4-Sem1 wk10",INFR11177,False
Data-driven Business and Behaviour Analytics,Data-driven Business and Behaviour Analytics - Lecture,Tue,15:00:00,16:00:00,Sem1 wk1-Sem1 wk10,INFR11198,False
Data-driven Business and Behaviour Analytics,Data-driven Business and Behaviour Analytics - Lecture,Fri,15:00:00,16:00:00,Sem1 wk1-Sem1 wk11,INFR11198,False
Data-driven Business and Behaviour Analytics,Data-driven Business and Behaviour Analytics - Lecture,Thu,15:00:00,16:00:00,Sem1 wk1-Sem1 wk11,INFR11198,False
Elements of Programming Languages,Elements of Programming Languages - Lecture,Mon,14:00:00,15:00:00,Sem1 wk1-Sem1 wk11,INFR10061,False
Elements of Programming Languages,Elements of Programming Languages - Lecture,Thu,14:00:00,15:00:00,Sem1 wk1-Sem1 wk11,INFR10061,False
Software Testing,Software Testing - Lecture,Thu,10:00:00,11:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Software Testing,Software Testing - Lecture,Tue,10:00:00,11:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Elements of Programming Languages,Elements of Programming Languages - Tutorial/02,Thu,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR10061,False
Elements of Programming Languages,Elements of Programming Languages - Tutorial/03,Mon,09:00:00,10:00:00,Sem1 wk3-Sem1 wk10,INFR10061,False
Elements of Programming Languages,Elements of Programming Languages - Tutorial/04,Fri,10:00:00,11:00:00,Sem1 wk3-Sem1 wk10,INFR10061,False
Elements of Programming Languages,Elements of Programming Languages - Tutorial/01,Mon,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR10061,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/01,Mon,11:00:00,13:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/02,Mon,11:00:00,13:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/03,Tue,11:00:00,13:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/04,Tue,11:00:00,13:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/05,Wed,11:00:00,13:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/06,Wed,11:00:00,13:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/07,Wed,14:00:00,16:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/08,Wed,14:00:00,16:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/09,Thu,14:00:00,16:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/10,Thu,14:00:00,16:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/11,Fri,11:00:00,13:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Professional Issues (Level 10),Professional Issues (Level 10) - Tutorial/12,Fri,11:00:00,13:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR10022,False
Computer Security,Computer Security (CSEC-10) - Tutorial/02,Wed,11:00:00,12:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/03,Wed,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/04,Wed,14:00:00,15:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Machine Learning and Pattern Recognition,Machine Learning and Pattern Recognition - Tutorial/01,Thu,12:00:00,13:00:00,Sem1 wk3-Sem1 wk9,INFR11130,False
Machine Learning and Pattern Recognition,Machine Learning and Pattern Recognition - Tutorial/02,Thu,13:00:00,14:00:00,Sem1 wk3-Sem1 wk9,INFR11130,False
Machine Learning and Pattern Recognition,Machine Learning and Pattern Recognition - Tutorial/03,Fri,11:00:00,12:00:00,Sem1 wk3-Sem1 wk9,INFR11130,False
Machine Learning and Pattern Recognition,Machine Learning and Pattern Recognition - Tutorial/04,Fri,12:00:00,13:00:00,Sem1 wk3-Sem1 wk9,INFR11130,False
Computer Graphics: Rendering,Computer Graphics: Rendering - Tutorial/01,Mon,10:00:00,11:00:00,"Sem1 wk2-Sem1 wk4, Sem1 wk6, Sem1 wk8",INFR11246,False
Computer Graphics: Rendering,Computer Graphics: Rendering - Tutorial/02,Mon,11:00:00,12:00:00,"Sem1 wk2-Sem1 wk4, Sem1 wk6, Sem1 wk8",INFR11246,False
Computer Graphics: Rendering,Computer Graphics: Rendering - Tutorial/03,Mon,12:00:00,13:00:00,"Sem1 wk2-Sem1 wk4, Sem1 wk6, Sem1 wk8",INFR11246,False
Applied Machine Learning,Applied Machine Learning - Workshop/01,Mon,09:00:00,10:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Workshop/02,Mon,10:00:00,11:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Workshop/03,Mon,11:00:00,12:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Workshop/04,Mon,12:00:00,13:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Workshop/05,Mon,13:00:00,14:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Workshop/06,Mon,14:00:00,15:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11211,False
Case Studies in Design Informatics 1,Case Studies in Design Informatics 1 - Tutorial/01,Wed,09:00:00,10:30:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk7, Sem1 wk9-Sem1 wk10",INFR11094,False
Case Studies in Design Informatics 1,Case Studies in Design Informatics 1 - Tutorial/02,Wed,10:30:00,12:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk7, Sem1 wk9-Sem1 wk10",INFR11094,False
Case Studies in Design Informatics 1,Case Studies in Design Informatics 1 - Tutorial/03,Wed,12:00:00,13:30:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk7, Sem1 wk9-Sem1 wk10",INFR11094,False
Case Studies in Design Informatics 1,Case Studies in Design Informatics 1 - Tutorial/04,Wed,13:30:00,15:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk7, Sem1 wk9-Sem1 wk10",INFR11094,False
Case Studies in Design Informatics 1,Case Studies in Design Informatics 1 - Tutorial/05,Wed,15:00:00,16:30:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk7, Sem1 wk9-Sem1 wk10",INFR11094,False
Case Studies in Design Informatics 1,Case Studies in Design Informatics 1 - Tutorial/06,Wed,16:30:00,18:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk7, Sem1 wk9-Sem1 wk10",INFR11094,False
Case Studies in Design Informatics 1,Case Studies in Design Informatics 1 - Tutorial/07,Wed,09:00:00,10:30:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk7, Sem1 wk9-Sem1 wk10",INFR11094,False
Informatics Research Review,Informatics Research Review - Tutorial/01,Mon,10:00:00,11:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/03,Mon,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/04,Mon,17:00:00,18:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/07,Tue,14:00:00,15:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/08,Wed,09:00:00,10:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/09,Wed,10:00:00,11:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/10,Wed,11:00:00,12:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/11,Wed,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/12,Wed,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/14,Thu,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Computing in the Classroom,"Computing in the Classroom - Lecture <10-13, 15-18>",Thu,11:00:00,13:00:00,"Sem1 wk2-Sem1 wk5, Sem1 wk7-Sem1 wk10",INFR10077,False
Computing in the Classroom,"Computing in the Classroom - Lecture <09, 14, 19>",Thu,11:00:00,13:00:00,"Sem1 wk1, Sem1 wk6, Sem1 wk11",INFR10077,False
Informatics 2 - Foundations of Data Science,Informatics 2 - Foundations of Data Science - Workshop/01,Wed,12:00:00,13:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk9",INFR08030,False
Informatics 2 - Foundations of Data Science,Informatics 2 - Foundations of Data Science - Workshop/02,Tue,14:00:00,15:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk9",INFR08030,False
Informatics 2 - Foundations of Data Science,Informatics 2 - Foundations of Data Science - Workshop/03,Tue,11:00:00,12:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk9",INFR08030,False
Informatics 2 - Foundations of Data Science,Informatics 2 - Foundations of Data Science - Workshop/04,Tue,12:00:00,13:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk9",INFR08030,False
Informatics 2 - Foundations of Data Science,Informatics 2 - Foundations of Data Science - Workshop/05,Tue,16:00:00,17:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk9",INFR08030,False
Informatics 2 - Foundations of Data Science,Informatics 2 - Foundations of Data Science - Workshop/06,Wed,11:00:00,12:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk9",INFR08030,False
Informatics 2 - Introduction to Algorithms and Data Structures,Informatics 2 - Intro to Algorithms & Data Structures - Tutorial/01,Mon,13:00:00,14:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR08026,False
Informatics 2 - Introduction to Algorithms and Data Structures,Informatics 2 - Intro to Algorithms & Data Structures - Tutorial/02,Mon,15:00:00,16:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR08026,False
Informatics 2 - Introduction to Algorithms and Data Structures,Informatics 2 - Intro to Algorithms & Data Structures - Tutorial/03,Tue,11:00:00,12:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR08026,False
