Name of Module,Name,Day,Start Time,End Time,Weeks,course_code,fixed_event
Doing Research in Natural Language Processing,Doing Research in Natural Language Processing - Lecture,Wed,16:00:00,17:00:00,Sem1 wk1-Sem1 wk10,INFR11194,False
Group Project in Advanced Natural Language Processing,Group Project in Advanced Natural Language Processing,Thu,14:00:00,15:00:00,"Sem1 wk1, Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9, Sem1 wk11",INFR11193,False
Issues in Clinical Data Modelling,Issues in Clinical Data Modelling - Lecture,Wed,14:00:00,16:00:00,Sem1 wk1-Sem1 wk10,INFR11195,False
Computer Security,Computer Security (CSEC-10) - Tutorial/07,Wed,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/08,Wed,17:00:00,18:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/10,Fri,11:00:00,12:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/11,Fri,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/12,Fri,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/13,Fri,14:00:00,15:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/15,Fri,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Computer Security,Computer Security (CSEC-10) - Tutorial/20,Thu,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR10067,False
Advanced Robotics,Advanced Robotics - Lab/01,Thu,10:00:00,11:00:00,Sem1 wk5-Sem1 wk9,INFR11213,False
Advanced Robotics,Advanced Robotics - Lab/02,Thu,11:00:00,12:00:00,Sem1 wk5-Sem1 wk9,INFR11213,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Lab/01,Mon,12:30:00,14:00:00,"Sem1 wk2-Sem1 wk3, Sem1 wk7, Sem1 wk9",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Lab/02,Mon,16:00:00,17:30:00,"Sem1 wk2-Sem1 wk3, Sem1 wk7, Sem1 wk9",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Lab/03,Wed,16:00:00,17:30:00,"Sem1 wk2-Sem1 wk3, Sem1 wk7, Sem1 wk9",INFR11125,False
Applied Machine Learning,Applied Machine Learning - Lab/01,Thu,13:00:00,14:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Lab/02,Tue,10:00:00,11:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Lab/03,Tue,11:00:00,12:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Lab/04,Wed,14:00:00,15:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Lab/05,Wed,15:00:00,16:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Lab/06,Wed,12:00:00,13:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Lab/07,Thu,09:00:00,10:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Lab/08,Thu,10:00:00,11:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Applied Machine Learning,Applied Machine Learning - Lab/09,Thu,14:00:00,15:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11211,False
Algorithms and Data Structures,Algorithms and Data Structures - Lecture,Mon,16:00:00,17:00:00,Sem1 wk1-Sem1 wk10,INFR10052,False
Algorithms and Data Structures,Algorithms and Data Structures - Lecture,Thu,16:00:00,17:00:00,Sem1 wk1-Sem1 wk10,INFR10052,False
Computer Architecture and Design,Computer Architecture and Design - Lecture,Fri,12:00:00,13:00:00,Sem1 wk1-Sem1 wk10,INFR10076,False
Computer Architecture and Design,Computer Architecture and Design - Lecture,Mon,12:00:00,13:00:00,Sem1 wk1-Sem1 wk10,INFR10076,False
Computer Architecture and Design,Computer Architecture and Design - Lecture,Thu,12:00:00,13:00:00,Sem1 wk1-Sem1 wk10,INFR10076,False
Introduction to Databases,Introduction to Databases - Lecture,Fri,11:00:00,12:00:00,Sem1 wk1-Sem1 wk11,INFR10080,False
Introduction to Databases,Introduction to Databases - Lecture,Wed,11:00:00,13:00:00,Sem1 wk1-Sem1 wk11,INFR10080,False
Introduction to Databases,Introduction to Databases - Revision Lecture,Mon,11:00:00,13:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR10080,False
Informatics Large Practical,Informatics Large Practical - Lecture <15>,Fri,15:00:00,16:00:00,Sem1 wk7,INFR09051,False
Informatics Large Practical,Informatics Large Practical - Lecture <09-13>,Fri,15:00:00,16:00:00,Sem1 wk1-Sem1 wk5,INFR09051,True
Informatics Large Practical,"Informatics Large Practical - Lecture <14, 16-19>",Fri,15:00:00,16:00:00,"Sem1 wk6, Sem1 wk8-Sem1 wk11",INFR09051,False
Introduction to Theoretical Computer Science,Introduction to Theoretical Computer Science - Lecture,Tue,13:00:00,14:00:00,Sem1 wk1-Sem1 wk10,INFR10059,False
Introduction to Theoretical Computer Science,Introduction to Theoretical Computer Science - Lecture,Thu,13:00:00,14:00:00,Sem1 wk1-Sem1 wk10,INFR10059,False
Introduction to Mobile Robotics,Introduction to Mobile Robotics - Lecture,Mon,11:00:00,12:00:00,Sem1 wk1-Sem1 wk11,INFR10085,False
Introduction to Mobile Robotics,Introduction to Mobile Robotics - Lecture,Thu,11:00:00,12:00:00,Sem1 wk1-Sem1 wk11,INFR10085,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Drop In Lab/01,Mon,10:00:00,12:00:00,Sem1 wk2-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Drop In Lab/02,Tue,10:00:00,12:00:00,Sem1 wk2-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Drop In Lab/03,Wed,10:00:00,12:00:00,Sem1 wk2-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Drop In Lab/04,Thu,10:00:00,12:00:00,Sem1 wk2-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Drop In Lab/05,Fri,10:00:00,12:00:00,Sem1 wk2-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/01,Mon,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/02,Mon,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/03,Mon,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/04,Fri,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/05,Tue,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/06,Fri,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/07,Thu,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/08,Thu,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/09,Tue,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/10,Wed,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/11,Wed,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/12,Wed,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - Tutorial/13,Tue,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR08027,False
Algorithms and Data Structures,Algorithms and Data Structures - Tutorial/01,Tue,14:00:00,15:00:00,Sem1 wk3-Sem1 wk10,INFR10052,False
Algorithms and Data Structures,Algorithms and Data Structures - Tutorial/02,Wed,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR10052,False
Algorithms and Data Structures,Algorithms and Data Structures - Tutorial/03,Fri,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR10052,False
Computer Architecture and Design,Computer Architecture and Design - Drop In Lab,Tue,14:00:00,16:00:00,Sem1 wk2-Sem1 wk6,INFR10076,False
Computer Architecture and Design,Computer Architecture and Design - Workshop/01,Mon,14:00:00,15:00:00,Sem1 wk3-Sem1 wk10,INFR10076,False
Computer Architecture and Design,Computer Architecture and Design - Workshop/02,Mon,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR10076,False
Computer Architecture and Design,Computer Architecture and Design - Workshop/03,Thu,14:00:00,15:00:00,Sem1 wk3-Sem1 wk10,INFR10076,False
Computer Architecture and Design,Computer Architecture and Design - Workshop/04,Thu,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR10076,False
Elements of Programming Languages,Elements of Programming Languages - Drop in Lab,Wed,12:00:00,14:00:00,Sem1 wk2,INFR10061,False
Introduction to Mobile Robotics,Introduction to Mobile Robotics - Lab/01,Mon,14:00:00,16:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk9",INFR10085,False
Introduction to Mobile Robotics,Introduction to Mobile Robotics - Lab/02,Tue,13:00:00,15:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk9",INFR10085,False
Introduction to Mobile Robotics,Introduction to Mobile Robotics - Lab/03,Mon,14:00:00,16:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6-Sem1 wk9",INFR10085,False
Introduction to Theoretical Computer Science,Introduction to Theoretical Computer Science - Tutorial/01,Thu,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR10059,False
Introduction to Theoretical Computer Science,Introduction to Theoretical Computer Science - Tutorial/02,Fri,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR10059,False
Introduction to Theoretical Computer Science,Introduction to Theoretical Computer Science - Tutorial/03,Fri,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR10059,False
Software Testing,Software Testing - Tutorial/03,Tue,11:00:00,12:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Software Testing,Software Testing - Tutorial/04,Tue,12:00:00,13:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Software Testing,Software Testing - Tutorial/05,Wed,11:00:00,12:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Software Testing,Software Testing - Tutorial/06,Wed,12:00:00,13:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Software Testing,Software Testing - Tutorial/07,Thu,11:00:00,12:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Software Testing,Software Testing - Tutorial/08,Thu,14:00:00,15:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Software Testing,Software Testing - Tutorial/09,Fri,13:00:00,14:00:00,Sem1 wk1-Sem1 wk11,INFR10057,False
Advanced Robotics,Advanced Robotics - Tutorial/01,Mon,15:00:00,16:00:00,Sem1 wk2-Sem1 wk7,INFR11213,False
Advanced Robotics,Advanced Robotics - Tutorial/02,Mon,16:00:00,17:00:00,Sem1 wk2-Sem1 wk7,INFR11213,False
Bioinformatics 1,Bioinformatics 1 - Drop in Lab,Wed,14:00:00,16:00:00,"Sem1 wk2, Sem1 wk4, Sem1 wk6, Sem1 wk8",INFR11160,False
Computational Neuroscience,Computational Neuroscience - Drop in Lab,Thu,15:00:00,18:00:00,"Sem1 wk1, Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9, Sem1 wk11",INFR11209,False
Computational Neuroscience,Computational Neuroscience - Drop in Lab,Fri,12:00:00,15:00:00,"Sem1 wk1, Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9, Sem1 wk11",INFR11209,False
Knowledge Graphs,Knowledge Graphs - Tutorial/01,Wed,14:00:00,15:00:00,"Sem1 wk2, Sem1 wk5, Sem1 wk8-Sem1 wk9",INFR11215,False
Knowledge Graphs,Knowledge Graphs - Tutorial/02,Wed,16:00:00,17:00:00,"Sem1 wk2, Sem1 wk5, Sem1 wk8-Sem1 wk9",INFR11215,False
Knowledge Graphs,Knowledge Graphs - Tutorial/03,Thu,10:00:00,11:00:00,"Sem1 wk2, Sem1 wk5, Sem1 wk8-Sem1 wk9",INFR11215,False
Knowledge Graphs,Knowledge Graphs - Tutorial/04,Thu,11:00:00,12:00:00,"Sem1 wk2, Sem1 wk5, Sem1 wk8-Sem1 wk9",INFR11215,False
Knowledge Graphs,Knowledge Graphs - Workshop/02,Thu,10:00:00,12:00:00,"Sem1 wk4-Sem1 wk5, Sem1 wk8-Sem1 wk10",INFR11215,False
Knowledge Graphs,Knowledge Graphs - Workshop/03,Thu,14:00:00,16:00:00,"Sem1 wk4-Sem1 wk5, Sem1 wk8-Sem1 wk10",INFR11215,False
Randomized Algorithms,Randomized Algorithms - Tutorial/01,Mon,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR11201,False
Randomized Algorithms,Randomized Algorithms - Tutorial/02,Mon,10:00:00,11:00:00,Sem1 wk3-Sem1 wk10,INFR11201,False
Secure Programming,Secure Programming - Drop in Lab,Wed,13:00:00,16:00:00,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9",INFR11098,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Lab/04,Tue,16:00:00,17:30:00,"Sem1 wk2-Sem1 wk3, Sem1 wk7, Sem1 wk9",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/01,Thu,09:00:00,10:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/02,Thu,10:00:00,11:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/03,Thu,14:00:00,15:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/04,Thu,15:00:00,16:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/05,Wed,17:00:00,18:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/06,Thu,16:00:00,17:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/07,Fri,11:00:00,12:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/08,Fri,12:00:00,13:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/09,Fri,10:00:00,11:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/10,Fri,09:00:00,10:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/11,Thu,17:00:00,18:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Accelerated Natural Language Processing,Accelerated Natural Language Processing - Tutorial/14,Fri,13:00:00,14:00:00,"Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR11125,False
Data-driven Business and Behaviour Analytics,Data-driven Business and Behaviour Analytics - Tutorial/01,Wed,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR11198,False
Data-driven Business and Behaviour Analytics,Data-driven Business and Behaviour Analytics - Tutorial/02,Wed,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR11198,False
Ad-Hoc Bookings - Informatics,INFPALS Drop In (sem1)/01,Wed,12:00:00,14:00:00,Sem1 wk1-Sem1 wk11,INFADHOC,False
Ad-Hoc Bookings - Informatics,INFPALS Drop In (sem1)/01,Fri,12:00:00,14:00:00,Sem1 wk1-Sem1 wk11,INFADHOC,False
Advanced Robotics,Advanced Robotics - Lab/01,Tue,13:00:00,14:00:00,Sem1 wk3-Sem1 wk10,INFR11213,False
Advanced Robotics,Advanced Robotics - Lab/02,Tue,14:00:00,15:00:00,Sem1 wk3-Sem1 wk10,INFR11213,False
Applied Machine Learning,Applied Machine Learning - Drop in Lab,Thu,13:00:00,14:00:00,Sem1 wk2,INFR11211,False
Applied Machine Learning,Applied Machine Learning - Drop in Lab,Fri,12:00:00,13:00:00,Sem1 wk2,INFR11211,False
Applied Machine Learning,Applied Machine Learning - Drop in Lab,Wed,12:00:00,13:00:00,Sem1 wk2,INFR11211,False
Discrete Mathematics and Probability,Discrete Mathematics and Probability - Tutorial/04,Wed,13:00:00,14:00:00,"Sem1 wk2-Sem1 wk5, Sem1 wk7-Sem1 wk10",INFR08031,False
Modelling of Systems for Sustainability,Modelling of Systems for Sustainablilty - Tutorial/02,Thu,14:00:00,15:00:00,Sem1 wk2-Sem1 wk5,INFR10088,False
Modelling of Systems for Sustainability,Modelling of Systems for Sustainablilty - Tutorial/01,Thu,10:00:00,11:00:00,Sem1 wk2-Sem1 wk5,INFR10088,False
Modelling of Systems for Sustainability,Modelling of Systems for Sustainablilty - Computer Workshop,Thu,16:00:00,18:00:00,Sem1 wk2-Sem1 wk10,INFR10088,False
Types and Semantics for Programming Languages,Types and Semantics for Programming Languages - Lecture,Fri,12:00:00,14:00:00,Sem1 wk1,INFR11114,False
Computer Security (Level 11),Computer Security (Level 11) - Tutorial/02,Fri,15:00:00,16:00:00,Sem1 wk4-Sem1 wk10,INFR11244,False
Computer Security (Level 11),Computer Security (Level 11) - Tutorial/01,Thu,10:00:00,11:00:00,Sem1 wk4-Sem1 wk10,INFR11244,False
Data-driven Business and Behaviour Analytics,Data-driven Business and Behaviour Analytics - Tutorial/03,Wed,17:00:00,18:00:00,Sem1 wk3-Sem1 wk10,INFR11198,False
Informatics 2 - Introduction to Algorithms and Data Structures,Informatics 2 - Intro to Algorithms & Data Structures (sem1) - Catch up up Tutorial,Fri,15:00:00,16:00:00,"Sem1 wk3-Sem1 wk4, Sem1 wk6, Sem1 wk8, Sem1 wk10",INFR08026,False
Informatics Research Review,Informatics Research Review - Tutorial/15,Fri,12:00:00,13:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Informatics Research Review,Informatics Research Review - Tutorial/02,Mon,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR11136,False
Algorithms and Data Structures,Algorithms and Data Structures - Tutorial/05,Fri,16:00:00,17:00:00,Sem1 wk3-Sem1 wk10,INFR10052,False
Algorithms and Data Structures,Algorithms and Data Structures - Tutorial/04,Fri,15:00:00,16:00:00,Sem1 wk3-Sem1 wk10,INFR10052,False
Programming Skills,(EPCC) Programming Skills - Lecture,Thu,11:00:00,13:00:00,Sem1 wk11,INFR11177,False
Informatics 2C - Introduction to Computer Systems,Informatics 2C - Introduction to Computer Systems - CW,Fri,11:00:00,12:00:00,Sem1 wk9,INFR08027,False
